AZTEC-11-1066_000331-T1	14-3-3=3.3e-107
ASFUM08-12-12-13_003782-T1	AMP-binding=2e-164;AMP-binding=2e-164;AMP-binding_C=2.7e-13;Condensation=6.4e-63;Condensation=6.4e-63;PP-binding=3.3e-24;PP-binding=3.3e-24
TP32_001714-T1	DUF3723=7.9e-199
AF100-12-35_004924-T1	DnaJ=1.7e-19;DUF3395=4.7e-48
CM4946_002511-T1	CTP_transf_like=1.2e-30
AF100-12-13_008304-T1	MFS_1=5.7e-30;Sugar_tr=1.4e-40;Sugar_tr=1.4e-40
AZTEC-17-234_004052-T1	eIF2A=7.8e-86
A1163_000198-T1	FAD_binding_3=3.2e-18;NAD_binding_8=3.7e-09
F13619_005131-T1	MFS_1=4e-28;Sugar_tr=4e-12
AF106-6-9_008574-T1	AAA=1.7e-14;AAA_assoc_2=1.8e-24;MgsA_C=1.9e-42;RuvB_N=3.4e-10
AF100-12-21_002417-T1	adh_short=1.1e-35;adh_short_C2=1.4e-35;KR=1.8e-09;PEP_hydrolase=3.7e-134
ASFUM08-12-12-13_007597-T1	Zn_clus=4.7e-06
AF100-10B_005878-T1	CMD=4e-16
DMC2-AF100-1-20-OE_009943-T1	Cgr1=3.9e-31
DMC2-AF100-12-9_006130-T1	AMPK1_CBM=3.8e-11
AF100-10C_001957-T1	RRM_1=8.9e-20
IFM-59359_003658-T1	MFS_1=2.7e-36;MFS_4=2.6e-08
ASFUM12-7504462_001932-T1	DUF3638=8.8e-99;DUF3645=3.6e-19
B6081_005877-T1	FPN1=2.5e-147;Fungal_trans_2=1.2e-10;Zn_clus=1.1e-09
AF100-12-7G_004370-T1	FAD_binding_4=4.6e-29
CM2141_004914-T1	Pho88=9.3e-43
ASFUM08-12-12-13_010065-T1	Fungal_trans=9.6e-16;Zn_clus=1.6e-06
AF100-12-4_006389-T1	Pro_isomerase=1.7e-42
AZTEC-2-251_003766-T1	DEAD=1.3e-48;GMC_oxred_N=2.1e-65;Helicase_C=2.5e-30
W72310_006316-T1	Hus1=4.1e-109
AF100-12-4_000773-T1	ACC_central=5.2e-290;Biotin_carb_C=7e-24;Biotin_carb_N=2e-16;Biotin_lipoyl=8.2e-19;Carboxyl_trans=2.4e-194;CPSase_L_D2=8.7e-53;Kinetochor_Ybp2=2.8e-99
AF100-12-18_002727-T1	NAD_binding_11=1.2e-13;NAD_binding_2=5e-25
F18304_001835-T1	DHDPS=6.7e-28;DHDPS=6.7e-28
DMC2AF100-1-15_004347-T1	Helicase_C=3.7e-17;SNF2-rel_dom=2.6e-61
ASFUM08-12-12-13_008480-T1	Ribosomal_L33=6.6e-07
AF100-12-24_008411-T1	AATF-Che1=2.4e-30;TRAUB=3.4e-30
ASFUM08-19-02-30_001703-T1	OPT=2.6e-44
ASFUM08-12-12-13_009744-T1	Lipoxygenase=4.7e-48
AF100-12-38_006889-T1	Eisosome1=1.4e-38
AF106-6-9_009173-T1	HRI1=1.5e-22
W72310_005204-T1	DBINO=1.9e-50;Helicase_C=1.3e-20;ResIII=4.3e-08;SNF2-rel_dom=6.1e-68
AF106-6-5_008134-T1	KH_1=2e-10
B6078_007941-T1	SSF=4.8e-15
IFM-58026_002076-T1	Metallophos=6.6e-06;Ribosomal_S8e=1.5e-52
IFM-59056_006164-T1	adh_short=6.5e-28;adh_short_C2=1.3e-20;KR=5.4e-10
AZTEC-8-224_004078-T1	ArAE_2=3.5e-68;ArAE_2_N=1.6e-143;FUSC_2=2.9e-09
AF106-6-9_009374-T1	ArgoL1=8.8e-12;ArgoL2=2.4e-13;ArgoN=3.7e-23;Piwi=1.4e-75
ASFUM08-19-02-46_004642-T1	GFA=1.7e-17
IFM-59356-2_005983-T1	Helicase_C=3.6e-13;SNF2-rel_dom=3.9e-44
B6081_009415-T1	FAD_binding_3=5.2e-26;MBOAT_2=8.4e-28;NAD_binding_8=1.5e-06
AF100-12-7G_006683-T1	p450=4.2e-85
ASFUM08-19-02-46_006807-T1	Fungal_trans_2=3.4e-10;WD40=4e-14;WD40=4e-14
AF100-12-10_006792-T1	MFS_1=9e-18;Sugar_tr=7.5e-121
ASFUM08-12-12-13_000034-T1	Amidase=1.5e-34
JN10_004977-T1	Aminotran_1_2=1.5e-16;MFS_1=1.5e-31
IFM-59356-2_007772-T1	FAD_binding_3=9.2e-31;NAD_binding_8=1.3e-06
W72310_007470-T1	DEAD=1.3e-52;DEAD=1.3e-52;Helicase_C=2.4e-18;Helicase_C=2.4e-18;ResIII=6.5e-22;ResIII=6.5e-22;Sec63=7.1e-137;Sec63=7.1e-137
ASFUM08-12-12-13_006914-T1	SAP=8.9e-09;Ydc2-catalyt=2.2e-103
LMB-35Aa_006738-T1	PH=1.6e-14;RhoGAP=3.9e-44
AF106-6-3_007660-T1	Transferase=4.2e-26;Transferase=4.2e-26
AF106-6-2_000394-T1	zf-C2H2_2=5.4e-40;zf-C2H2_2=5.4e-40;zf-C2H2_jaz=1.6e-10;zf-met=3.8e-08
ASFUM12-7504462_005871-T1	RRM_1=7.1e-07;zf-RING_4=1.3e-20
AF100-12-17_004395-T1	AMPK1_CBM=2.2e-22
ASFUM08-12-12-13_004476-T1	Kinase-like=5.7e-10;Pkinase=2.7e-64;PK_Tyr_Ser-Thr=1.1e-45
AF100-12-2W_005017-T1	Fungal_trans=1.2e-13;Zn_clus=2.2e-09
JN10_009138-T1	Abhydrolase_3=6.1e-12;COesterase=1.3e-88;Peptidase_S9=3.1e-08
ASFUM117535A-1_000511-T1	BHD_1=1.3e-19;BHD_2=8.9e-20;BHD_3=3.2e-31;Rad4=1.1e-39
ASFUM08-19-02-46_006918-T1	BET=9.7e-07;Ran_BP1=7.4e-53;YEATS=3.5e-18
B5288-CDC-16_001748-T1	COesterase=8.2e-79;COesterase=8.2e-79
AF100-10A_000969-T1	DEP=1.5e-27;Inositol_P=7.1e-20;RGS=1e-36
IFM-59777_007821-T1	Cation_efflux=1.2e-17;ZT_dimer=1.3e-09
ASFUM08-12-12-13_003736-T1	DXP_synthase_N=9.9e-08;Transketolase_N=2.9e-127;Transket_pyr=4.8e-40
AF100-12-32_007744-T1	Zn_clus=6e-08
AF100-12-24_005124-T1	Ebp2=3.8e-89;Pro_isomerase=1.5e-42
AF100-12-5_004307-T1	DNA_pol_B=1.4e-16;DNA_pol_B_exo1=1.6e-86;DNA_pol_B_exo2=3.1e-10;DUF1744=2.9e-152
AF106-6-2_005018-T1	Beta-lactamase=3.8e-40
AZTEC-17-234_003038-T1	XRN_M=4.5e-151;XRN_N=6.4e-104
AF100-12-3G_007528-T1	DUF2841=1.1e-48
AF100-12-18_000413-T1	M20_dimer=1.5e-07;Peptidase_M20=3.7e-26;WD40=5.4e-09
F20063_004322-T1	AMMECR1=4.2e-33
F14532_001885-T1	NACHT=5.1e-12
DMC2AF100-1-18_005888-T1	Amidase=1.3e-81;Amidase=1.3e-81
ASFUM10-01-02-27_008494-T1	Transferase=4.8e-06
ASFUM08-19-02-10_009044-T1	HSP70=5.4e-13
CM3262_009534-T1	AAA_11=1.5e-38;AAA_11=1.5e-38;AAA_12=1.1e-47;AAA_19=4.1e-15;AAA_30=3e-13;RdRP=1.2e-110;ResIII=2.7e-08
ATCC46645_005787-T1	EFG_C=6e-16;EFG_III=1.2e-26;GTP_EFTU=1.1e-58
AF100-12-32_002824-T1	Cytochrom_C=4e-11
AF100-12-2W_008185-T1	AA_permease=9.2e-60;SLC12=3.5e-22
IFM-59356-2_006250-T1	BRCT=1.2e-35;BRCT=1.2e-35;BRCT=1.2e-35;PTCB-BRCT=1.8e-47;PTCB-BRCT=1.8e-47;PTCB-BRCT=1.8e-47
CM2495_007765-T1	AA_permease=8.2e-20;AA_permease_2=4.2e-60
AZTEC-11-1066_005320-T1	p450=3.4e-32
AF100-10B_007559-T1	BBE=6.3e-12;FAD_binding_4=5.4e-22
ASFUM08-12-12-13_007230-T1	BRAP2=3.9e-38;zf-RING_2=1.5e-09;zf-UBP=1.8e-22
ASFUM08-19-02-46_000030-T1	RTA1=6.6e-58
AZTEC-7-225_006182-T1	SET=1e-12
DMC2AF100-1-3_001538-T1	Syja_N=1e-83
AF100-12-7G_005092-T1	Amidohydro_1=7.9e-15;Amidohydro_3=1.5e-67
AF106-6-5_003264-T1	Acetyltransf_1=7e-10;Acetyltransf_5=7e-07;Acetyltransf_7=2.2e-09
ASFUM08-12-12-13_000811-T1	RINGv=1.7e-16
AF100-12-8_005723-T1	ATP-grasp=8.2e-10;Biotin_carb_C=8.6e-39;Biotin_carb_N=8.7e-38;Biotin_lipoyl=2e-19;CPSase_L_D2=1.4e-76;Dala_Dala_lig_C=8.6e-12
AF100-10B_001743-T1	PTR2=4.5e-77
CM2141_006051-T1	Acyl_transf_1=8.1e-20
AF100-12-2_000932-T1	DNA_pol_alpha_N=9.9e-25;DNA_pol_B=2.2e-120;DNA_pol_B_exo1=3.2e-41;zf-DNA_Pol=4.4e-72
ASFUM08-12-12-13_009465-T1	MMS19_C=3.2e-133;MMS19_N=1.4e-98
ASFUM08-12-12-13_007987-T1	Cation_ATPase=1.5e-18;Cation_ATPase_C=7.9e-26;Cation_ATPase_N=5.6e-19;E1-E2_ATPase=8.5e-39;E1-E2_ATPase=8.5e-39;Hydrolase=1.2e-19
B5868_008481-T1	SRP72=3.6e-19;SRP_TPR_like=8.9e-22
CM2495_001633-T1	Aa_trans=6.4e-31
AF100-12-10_001183-T1	DEAD=5.5e-08;Helicase_C=1.8e-14;ResIII=1.2e-07;SNF2-rel_dom=2.5e-64
ASFUM08-12-12-13_004956-T1	DUF5597=1e-29;Glyco_hydro_35=3.4e-09;Glyco_hydro_42=9.7e-13
AF100-12-37_003503-T1	Cu_amine_oxid=3.3e-165;Cu_amine_oxidN3=3.5e-07
AF100-10C_004953-T1	GMC_oxred_C=5.5e-31;GMC_oxred_N=2.1e-27
TP32_008579-T1	GH131_N=1.2e-64
A1163_005066-T1	CFEM=5.7e-10
IFM-58401_003213-T1	Biotin_carb_C=5.9e-34;Biotin_carb_N=1.5e-41;Biotin_lipoyl=5.1e-12;CPSase_L_D2=5e-57;CT_A_B=1.1e-81;CT_C_D=3.4e-29;Dala_Dala_lig_C=2.7e-09
A1163_004981-T1	APH=6.3e-11
DMC2AF100-1-8_003847-T1	BAH=3.3e-19;Bromodomain=3.1e-43;Bromodomain=3.1e-43
ASFUM08-12-12-13_010275-T1	CRAL_TRIO=5.1e-44;CRAL_TRIO_2=2.3e-08
AF100-12-21_002524-T1	AAA=1.7e-19;AAA=1.7e-19;AAA_2=8.6e-47;AAA_5=1.8e-14;AAA_lid_9=9.6e-36;ClpB_D2-small=3.8e-28;MutS_III=2.3e-14
B5288-CDC-16_006506-T1	Zn_clus=2.1e-08
ASFUM08-12-12-13_009676-T1	MFS_1=7.4e-32;MFS_1=7.4e-32
AF100-12-4_004928-T1	Aminotran_1_2=1.6e-24
IFM-61407_001802-T1	Gly_transf_sug=7.1e-12
IFM-59777_006755-T1	p450=2.3e-61
ASFUM08-19-02-46_006387-T1	HGTP_anticodon2=5.6e-87;Pkinase=9.6e-77;Pkinase=9.6e-77;Pkinase=9.6e-77;PK_Tyr_Ser-Thr=7.3e-43;PK_Tyr_Ser-Thr=7.3e-43;RWD=8.8e-21;tRNA-synt_His=1.7e-11
W72310_004862-T1	Fungal_trans=2.5e-14
AZTEC-17-234_007443-T1	APH=2e-10
ASFUM08-12-12-13_004065-T1	UPF0016=5.5e-38;UPF0016=5.5e-38
ASFUM08-19-02-30_003684-T1	Zn_clus=7.7e-09
AF100-12-8_008600-T1	G-patch=9.2e-19;G-patch_2=2.4e-09;GCFC=3.3e-90
F14946G_004312-T1	Fungal_trans=5e-17;Zn_clus=9.8e-09
AF106-6-3_001932-T1	AAA_16=3.1e-18;ORC5_C=1.2e-78
ASFUM08-12-12-13_008022-T1	DUF3384=5.3e-112;Rap_GAP=2e-51;Tuberin=3.5e-38
AF100-12-32_004728-T1	Pal1=1.1e-49
JN10_009717-T1	Acyl-CoA_dh_2=7.8e-14
F20063_008709-T1	PH=2.3e-08
ASFUM08-19-02-46_007639-T1	DHquinase_I=4.3e-47
AF100-12-7G_001968-T1	NOT2_3_5=5.9e-46;Not3=1.4e-89
AF100-12-24_000998-T1	Dis3l2_C_term=2.3e-27;OB_Dis3=5.1e-28;RNB=3.6e-87;Rrp44_CSD1=7.5e-07
B6081_009265-T1	CBM-like=1.3e-40;fn3_3=2.1e-10
ASFUM08-19-02-10_004901-T1	TPP_enzyme_C=2.3e-29;TPP_enzyme_M=4e-25;TPP_enzyme_N=6.4e-39
AF100-12-7G_005075-T1	p450=1.4e-61
ASFUM08-12-12-13_005891-T1	Cyt-b5=2e-17;FAD_binding_6=6.3e-25;Mo-co_dimer=2.2e-38;NAD_binding_1=1.9e-23;Oxidored_molyb=2.2e-51
ASFUM08-19-02-30_004981-T1	AA_permease=8.4e-68;AA_permease_2=4.9e-21
AF100-12-26_008646-T1	Asn_synthase=1.7e-17;Asn_synthase=1.7e-17;GATase_7=5.3e-08
ASFUM08-12-12-13_001500-T1	Flavodoxin_1=8.1e-29;NIR_SIR=7.1e-55;NIR_SIR=7.1e-55;NIR_SIR_ferr=2.1e-31;NIR_SIR_ferr=2.1e-31;POR_N=2.9e-08
AF100-10B_003748-T1	p450=1.9e-54
AF100-10A_007310-T1	LisH=8.9e-08
AZTEC-14-484_006126-T1	IF-2B=1.9e-76
ASFUM08-19-02-30_006016-T1	2-oxogl_dehyd_N=7.5e-21;E1_dh=4.2e-60;OxoGdeHyase_C=3.3e-60;Transket_pyr=5.3e-67
IFM-61407_010167-T1	MFS_1=1.8e-23;MFS_1=1.8e-23
AF100-10A_005427-T1	Fn3-like=9.8e-25;Glyco_hydro_3=1.8e-42;Glyco_hydro_3_C=5.1e-56;PA14=1.2e-19
AZTEC-8-224_009547-T1	CBM_1=3.6e-13;Cellulase=4.6e-17;DUF4038=1.1e-07
AF106-6-3_005295-T1	Glyco_hydro_18=6.4e-15;PhoD=1.3e-47
ASFUM08-12-12-13_005240-T1	SH3_12=2.7e-25;XRN1_D1=1.9e-76;XRN1_D2_D3=2.5e-34;Xrn1_D3=2.2e-27;XRN_M=6.7e-102;XRN_N=2.5e-96
AF100-12-2_007335-T1	RPT=5.4e-49;RPT=5.4e-49;RPT=5.4e-49;RPT=5.4e-49;UCH=4.3e-46
DMC2AF100-1-3_006263-T1	Zip=3.2e-54
IFM-59359_007944-T1	RPE65=7.6e-92
ASFUM08-12-12-13_009736-T1	Metallophos=5.1e-18;Metallophos_C=1.2e-17;Pur_ac_phosph_N=2.2e-15
AZTEC-12-128_005207-T1	Peptidase_C48=1.1e-33
F18304_001112-T1	JmjC=3.8e-39;JmjN=1.4e-14;zf-HC5HC2H=3.7e-19;zf-HC5HC2H_2=4.1e-19
JN10_000171-T1	AdenylateSensor=8.1e-20;Pkinase=1.7e-75;PK_Tyr_Ser-Thr=3.8e-38;RIO1=5.1e-06;UBA_2=2.9e-15
AF100-12-18_007426-T1	Med27=7.8e-25;p450=3.8e-52
AF100-12-2_005056-T1	Acyl_transf_1=3.3e-25;Epimerase=1.2e-10;ketoacyl-synt=2.1e-74;Ketoacyl-synt_C=3.6e-31;NAD_binding_4=2.8e-26;PP-binding=1.8e-13;SAT=7.9e-18
ASFUM08-12-12-13_005950-T1	GDA1_CD39=3.5e-109
IFM-59355-1_010106-T1	PAH=6.6e-48;PAH=6.6e-48;PAH=6.6e-48;Sin3a_C=3.3e-87;Sin3_corepress=2.6e-40
ASFUM08-12-12-13_007558-T1	Ala_racemase_N=3.4e-14;D-ser_dehydrat=3e-27
CM3262_001813-T1	GST_C=1e-08;GST_C_2=4.1e-08
AF100-12-2_007605-T1	Kelch_5=3.1e-16
AF100-12-7G_009278-T1	Exo_endo_phos=3e-08;Syja_N=1.4e-78
ASFUM08-19-02-46_002666-T1	Fungal_trans=3.9e-07
AF100-12-18_009432-T1	Fungal_trans=5.3e-10;Zn_clus=1.8e-09
AF100-12-40_005164-T1	Tau95=2e-43;Tau95_N=1.7e-41
ASFUM08-12-12-13_008504-T1	MFS_1=4.9e-41;TRI12=1.9e-23
AZTEC-9-222_008367-T1	MutS_I=3.3e-34;MutS_II=6.1e-16;MutS_III=1.1e-42;MutS_IV=6.2e-15;MutS_V=4.8e-69
ATCC46645_007275-T1	AMP-binding=1.4e-30;Epimerase=6.4e-12;NAD_binding_4=6e-38;PP-binding=6.1e-12
ASFUM08-12-12-13_008264-T1	Fungal_trans=1.1e-17;Zn_clus=7.2e-08
ASFUM08-12-12-13_006331-T1	MUG113=5.8e-19;T5orf172=1.3e-21
AF100-12-7G_002197-T1	FAD_binding_2=1.2e-08;FAD_binding_3=3.4e-25;Lycopene_cycl=5.5e-08;NAD_binding_8=4.7e-07
AF100-10A_007505-T1	Fn3-like=6.2e-24;Glyco_hydro_3=1.1e-33;Glyco_hydro_3_C=3e-61;PA14=2.6e-17
AZTEC-17-234_007634-T1	BP28CT=4.1e-44;HEAT=1.3e-07;U3snoRNP10=2.5e-30
AF100-11B_007158-T1	M20_dimer=7.8e-15;Peptidase_M20=1e-24
AF100-12-26_005481-T1	FMO-like=1.3e-15;K_oxygenase=1.6e-06;NAD_binding_8=1.8e-08;Pyr_redox_2=1.5e-17;Pyr_redox_3=2.4e-12
IFM-62516_003323-T1	3Beta_HSD=2.9e-08;Epimerase=1.1e-09;NAD_binding_10=2.2e-10;NmrA=9.2e-09;Semialdhyde_dh=5.2e-07
IFM-61578_005857-T1	Opi1=2.7e-46;Opi1=2.7e-46
AF100-11B_006941-T1	zf-ANAPC11=2.7e-06;zf-RING_2=3.4e-10
SF2S6_002227-T1	Pkinase=1.9e-42;PK_Tyr_Ser-Thr=2.3e-30
IFM-59359_002064-T1	Kelch_1=1.1e-30;Kelch_1=1.1e-30;Kelch_2=3.9e-23;Kelch_3=3e-29;Kelch_3=3e-29;Kelch_3=3e-29;Kelch_4=5.5e-34;Kelch_4=5.5e-34;Kelch_5=1.3e-28;Kelch_5=1.3e-28;Kelch_6=1e-29
ASFUM08-19-02-61_002905-T1	zf-C3HC4=1.7e-08;zf-C3HC4_2=6.9e-09;zf-RING_2=1.2e-07;zf-RING_UBOX=3.6e-09
AZTEC-7-225_002955-T1	Fungal_trans=1.7e-39;Zn_clus=4.2e-09
TP32_007571-T1	AMP-binding=2e-37;AMP-binding=2e-37
AZTEC-4-250_001410-T1	DRMBL=1.1e-39
AF100-12-37_003012-T1	DHquinase_I=1.3e-59;DHQ_synthase=1.1e-98;EPSP_synthase=1.4e-128;Fe-ADH_2=4.3e-08;SDH_C=7e-09;Shikimate_dh_N=1.1e-26;SKI=3.7e-40
IFM-61610_004729-T1	GTP_cyclohydroI=2.1e-71
CM2495_004736-T1	MFS_1=7.3e-38;Sugar_tr=3.1e-10
AF100-12-18_004582-T1	MFS_1=5e-40;Sugar_tr=3.5e-09
ASFUM08-12-12-13_007287-T1	Drf_GBD=3.9e-20
AF100-10A_003533-T1	ThrE=4e-76;ThrE_2=3.1e-15
AF100-12-26_008859-T1	Fungal_trans=2.8e-11;Zn_clus=6.8e-09
ASFUM08-12-12-13_005854-T1	Fungal_trans=4e-27;Zn_clus=1.4e-09
ASFUM08-12-12-13_003876-T1	Acyl_transf_1=3.1e-92;DUF1729=9.8e-162;FAS_meander=5.7e-53;FAS_N=2e-40;MaoC_dehydratas=1.7e-39;MaoC_dehydrat_N=5.8e-24;SAT=6.4e-43
CM2495_009281-T1	DNA_mis_repair=1.8e-12;HATPase_c=3.3e-11;HATPase_c_3=8.6e-12
IFM-59056_002527-T1	Med16=2.3e-230
AF100-12-25_005920-T1	PPR=7.7e-29;PPR=7.7e-29;PPR=7.7e-29;PPR=7.7e-29;PPR_1=1.2e-21;PPR_2=6e-45;PPR_2=6e-45;PPR_3=3.8e-36;PPR_3=3.8e-36;PPR_long=1.2e-19
ASFUM08-12-12-13_001727-T1	PAF-AH_p_II=3.9e-18;PAF-AH_p_II=3.9e-18
ASFUM08-12-12-13_001996-T1	MFS_1=1.1e-39;Sugar_tr=2.2e-11;TRI12=8.8e-11
AZTEC-8-224_004815-T1	AA_permease=1e-28;AA_permease_2=1.5e-51
AZTEC-8-224_001853-T1	DNA_photolyase=1.6e-40;FAD_binding_7=2.1e-72
AP65_003024-T1	Ank=1.4e-34;Ank=1.4e-34;Ank=1.4e-34;Ank=1.4e-34;Ank_2=1.1e-41;Ank_2=1.1e-41;Ank_2=1.1e-41;Ank_3=2.1e-31;Ank_3=2.1e-31;Ank_4=8.6e-34;Ank_4=8.6e-34;Ank_4=8.6e-34;Ank_5=5.7e-32;Ank_5=5.7e-32;CorA=2.2e-15
ASFUM08-19-02-46_005284-T1	MFS_1=2.4e-27
AF100-12-3G_003519-T1	PA=4.6e-15;Peptidase_M28=6.5e-41
AF100-12-21_008259-T1	MFS_1=8.5e-34
ASFUM08-12-12-13_009497-T1	Kinase-like=1.7e-08;Pkinase=1.1e-69;PK_Tyr_Ser-Thr=5.4e-46
AF100-12-18_003428-T1	Fungal_trans_2=1.9e-51;Zn_clus=3.9e-07
ASFUM08-19-02-10_009775-T1	Zn_clus=5.9e-09
AF293_002504-T1	PHM7_cyt=1.2e-30;PHM7_cyt=1.2e-30;PHM7_ext=1.1e-14;RSN1_7TM=8.4e-87;RSN1_TM=3.4e-49
A1163_000359-T1	Dyp_perox=1.6e-10
LMB-35Aa_008639-T1	Suc_Fer-like=2.6e-71
AF210_009109-T1	AT_hook=8.2e-07;AT_hook=8.2e-07;AT_hook=8.2e-07
AF100-10A_005866-T1	Mito_carr=6.7e-24;Mito_carr=6.7e-24
ASFUM08-19-02-61_004905-T1	SET=3.1e-21
AF100-12-35_003640-T1	DUF1691=1.5e-40;TRM=9.6e-112;TRM=9.6e-112
AZTEC-5-223_001540-T1	MFS_1=7.2e-43;Sugar_tr=7.9e-13;TRI12=6.3e-07
ASFUM08-19-02-10_004122-T1	ABC_membrane=1.5e-84;ABC_membrane=1.5e-84;ABC_tran=1.5e-51;ABC_tran=1.5e-51
ASFUM08-12-12-13_009674-T1	Prenyltrans=3.8e-19;Prenyltrans=3.8e-19;Prenyltrans=3.8e-19;Prenyltrans=3.8e-19;SQHop_cyclase_C=2.3e-112;SQHop_cyclase_N=1.2e-101
IFM-59359_000367-T1	HECT=2.5e-87
AF100-12-37_004888-T1	adh_short=3.9e-23;adh_short_C2=7.7e-10;KR=4.2e-11
CM7560_008436-T1	Frataxin_Cyay=1.9e-38
ASFUM08-12-12-13_002383-T1	Pkinase=4.7e-55;Pkinase=4.7e-55;PK_Tyr_Ser-Thr=5.3e-29
CM3262_008562-T1	AAA_11=1.7e-34;AAA_11=1.7e-34;AAA_12=6.4e-55;AAA_19=1.1e-13;AAA_30=6.1e-16;Cas_Cas4=5.2e-07;Dna2=9.7e-72;PDDEXK_1=1.1e-09
ASFUM08-12-12-13_001375-T1	Glyco_hydro_2=3.7e-11;Glyco_hydro_2_C=1.8e-13;Glyco_hydro_2_N=1.6e-15
ASFUM08-19-02-46_002530-T1	Fungal_trans_2=1e-75;Zn_clus=3.7e-08
AF100-12-24_009949-T1	zf-LYAR=1.3e-07
ASFUM117535A-1_000274-T1	FAD-oxidase_C=6.8e-58;FAD_binding_4=2.6e-34;Fungal_trans_2=1.4e-50;Zn_clus=4.8e-12
AF100-10-5_008194-T1	PAM2=3.2e-06
AF100-12-23_003237-T1	Fungal_trans=4.4e-27
AF100-12-23_005836-T1	SAPS=1.8e-208
IFM-59359_002881-T1	Zn_clus=5.7e-07
CM3249_009388-T1	Pro-kuma_activ=2.2e-26
ASFUM08-12-12-13_006899-T1	IKI3=0
AF100-10C_005437-T1	Bromodomain=1.5e-28;Helicase_C=9e-22;HSA=2.7e-21;QLQ=8.3e-14;ResIII=2.4e-11;SnAC=1e-17;SNF2-rel_dom=6.5e-80
ASFUM08-12-12-13_008751-T1	HET=4.1e-35
ASFUM08-12-12-13_007966-T1	FAD_binding_3=3.7e-80;Phe_hydrox_dim=1.9e-42
CM7510_008712-T1	DUF1996=9.2e-88;WSC=2.7e-11
ASFUM08-12-12-13_001299-T1	Methyltransf_11=7.8e-07
AF100-12-3G_007367-T1	FAD_binding_2=4.4e-08;FAD_binding_3=7.3e-21;FAD_binding_3=7.3e-21
ASFUM08-19-02-46_007193-T1	MFS_1=1.5e-18
ATCC46645_001157-T1	LIM_bind=1.3e-71
ASFUM08-19-02-46_009478-T1	APH=3.6e-19
ASFUM08-12-12-13_009083-T1	AAA=3.1e-20
AF100-12-18_008528-T1	ADH_zinc_N=1.8e-21;ADH_zinc_N_2=7.9e-10;ADIP=2.1e-49
ASFUM117535A-1_000055-T1	Glyco_hydro_20=9.5e-27;Glyco_hydro_20b=8.8e-10
ASFUM08-12-12-13_001742-T1	Fungal_trans=3.2e-18;Zn_clus=7.4e-08
ASFUM08-12-12-13_006753-T1	AAA_11=8.5e-24;AAA_12=5.4e-26;Aquarius_N=0;ResIII=2.6e-07
MO76959EXP_010121-T1	Ank=9.2e-13;Ank_2=2e-12;Ank_4=8.5e-12;Ank_5=4.2e-16;Oxysterol_BP=8.7e-139;PH=3.7e-12
ASFUM08-12-12-13_008059-T1	ABC2_membrane=2e-84;ABC2_membrane=2e-84;ABC2_membrane_7=3.1e-14;ABC2_membrane_7=3.1e-14;ABC_tran=2.1e-40;ABC_tran=2.1e-40;ABC_trans_N=1.8e-15;PDR_CDR=5e-30
AZTEC-12-128_005608-T1	SAC3_GANP=1.1e-102
ASFUM117535A-1_000098-T1	RhoGAP=2.2e-40
AF100-11B_003393-T1	Tyosinase_C=2e-16;Tyrosinase=3e-52
AF293_007748-T1	adh_short=6.8e-41;adh_short_C2=1.8e-36;CorA=4.6e-37;KR=2e-14
NCPF-7811_006367-T1	p450=9.4e-30
AF100-12-35_005172-T1	MFS_1=3e-26;Sugar_tr=3.4e-100
ASFUM08-12-12-13_006612-T1	MFS_1=8.3e-29;MFS_1=8.3e-29;Sugar_tr=9e-107
B5859_010228-T1	Cation_efflux=6.3e-53;Flavodoxin_2=5e-10;FMN_red=2.5e-28
ASFUM08-12-12-13_005979-T1	MHYT=1.6e-21;MHYT=1.6e-21
AZTEC-18-233_007946-T1	Chitin_synth_1=9.9e-80;Chitin_synth_1N=1.1e-29;Chitin_synth_2=7.5e-24
CM2495_004386-T1	Bromodomain=9.2e-20;Bromo_TP=8.5e-11
ASFUM09-7500806_002915-T1	MFS_1=7e-32
AZTEC-18-233_000187-T1	RRM_1=1.2e-51;RRM_1=1.2e-51;RRM_1=1.2e-51;RRM_occluded=8.3e-40
ASFUM08-19-02-10_004426-T1	DUF3405=8.5e-160
AF100-12-18_003886-T1	DUF3818=2.2e-133;PX=4.3e-11;PXB=2.5e-39
AZTEC-12-128_008042-T1	Med5=2.7e-218
W72310_003988-T1	p450=2.9e-42;p450=2.9e-42
AF100-10A_004536-T1	AAA_16=1.1e-13;GAF=9.1e-10;GAF_2=1.5e-16;HATPase_c=1.4e-33;HisKA=1.1e-19;Response_reg=2.1e-21
ASFUM08-12-12-13_009011-T1	MFS_1=1.6e-14;Sugar_tr=8.5e-73
ASFUM08-12-12-13_008970-T1	TFIIIC_delta=3.2e-46;zf-TFIIIC=3.9e-36
CM7632_000104-T1	BBE=8.7e-10;FAD_binding_4=2.1e-24
AF100-12-18_003530-T1	FAD_binding_4=1e-23
AF100-12-2_005111-T1	PGM_PMM_I=1.8e-17;PGM_PMM_II=3.7e-10;PGM_PMM_III=1.5e-10;PGM_PMM_IV=1.7e-07
ASFUM08-19-02-10_009134-T1	p450=9.2e-62
AZTEC-10-245_010236-T1	Fungal_trans=7.8e-21;Zn_clus=5.1e-07
AF100-12-7G_005031-T1	AA_permease=3.5e-109;AA_permease_2=2e-30
