Gene,OrigName,PIRATE_Cluster,Af293_name,Af293_Evalue,VOG,VOG_Evalue,Pfam_hits,SPROT_name,SPROT_Evalue,SPROT_gene,SPROT_taxa,Kingdom,taxon_id,Species
AFUG-031815-1869_001729-T1,Afum_AFUG_031815_1869_mRNA_10096,g012831,NA,NA,NA,NA,AIM24=6e-66;GYF_2=4.7e-13,sp|Q5XDZ5|Y233_STRP6,2e-21,Y233_STRP6,STRP6,Bacteria,286636,Streptococcus pyogenes serotype M6 (strain ATCC BAA-946 / MGAS10394)
AFUG-031815-1869_009842-T1,Afum_AFUG_031815_1869_mRNA_10203,g012833,NA,NA,NA,NA,GbpA_2=7e-13;LPMO_10=1.7e-45,sp|Q02I11|CBPD_PSEAB,1.4e-92,CBPD_PSEAB,PSEAB,Bacteria,208963,Pseudomonas aeruginosa (strain UCBPP-PA14)
ASFUM08-19-02-46_008417-T1,Afum_08_19_02_46_mRNA_09416,g012837,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ASFUM09-7500806_000031-T1,Afum_09_7500806_mRNA_00031,g012841,NA,NA,NA,NA,Tyrosinase=2.7e-27,sp|Q10584|HCY2_MEGCR,2.5e-53,HCY2_MEGCR,MEGCR,Eukaryota,55429,Megathura crenulata
CM237_010572-T1,Afum_CM237_mRNA_10310,g012842,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AF300_003340-T1,Afum_AF300_mRNA_03243,g012849,NA,NA,NA,NA,HPP=1.5e-32,sp|Q55EF8|Y9096_DICDI,1e-22,Y9096_DICDI,DICDI,Eukaryota,44689,Dictyostelium discoideum
AFUG-031815-1869_001724-T1,Afum_AFUG_031815_1869_mRNA_10227,g012851,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ASFUM12-7504462_001886-T1,Afum_12_7504462_mRNA_10371,g012852,NA,NA,NA,NA,Amidohydro_2=3.6e-39,sp|G1XU02|AR281_ARTOA,1.7e-109,AR281_ARTOA,ARTOA,Eukaryota,756982,Arthrobotrys oligospora (strain ATCC 24927 / CBS 115.81 / DSM 1491)
D17_001708-T1,Afum_D17_mRNA_09998,g012855,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ASFUM12-7504462_008061-T1,Afum_12_7504462_mRNA_07864,g012858,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
B5269-CDC-24_009459-T1,Afum_B5269_CDC_24_mRNA_09271,g012861,NA,NA,NA,NA,APH=4.8e-14,NA,NA,NA,NA,NA,NA,NA
IFM-62516_001669-T1,Afum_IFM_62516_mRNA_09539,g012862,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ASFUM08-19-02-46_008419-T1,Afum_08_19_02_46_mRNA_09418,g012867,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
B5269-CDC-24_004188-T1,Afum_B5269_CDC_24_mRNA_04086,g012868,NA,NA,NA,NA,DUF4396=6.1e-26,NA,NA,NA,NA,NA,NA,NA
TP32_008210-T1,Afum_TP32_mRNA_08048,g012873,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SF1S6_010015-T1,Afum_SF1S6_mRNA_09811,g012881,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ASFUM08-19-02-46_009000-T1,Afum_08_19_02_46_mRNA_09420,g012884,NA,NA,VOG04136,2.6e-29,RNA_helicase=2.3e-06;Viral_Rep=5.9e-19,sp|Q66862|REP1_FBNY2,1.7e-47,REP1_FBNY2,FBNY2,Virus,291604,Faba bean necrotic yellows virus (isolate SV292-88)
AFUG-031815-1869_005006-T1,Afum_AFUG_031815_1869_mRNA_10145,g012887,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AFUG-031815-1869_005022-T1,Afum_AFUG_031815_1869_mRNA_10161,g012888,NA,NA,NA,NA,Abhydrolase_1=1.3e-32;Abhydrolase_6=1.9e-12;Hydrolase_4=6.7e-14,sp|P52279|PIP_XANCI,1.5e-188,PIP_XANCI,XANCI,Bacteria,346,Xanthomonas citri
AFIS-23107-CDC-12_001421-T1,Afum_AFIS_23107_CDC_12_mRNA_01400,g012889,NA,NA,NA,NA,Abhydrolase_3=7.2e-18,NA,NA,NA,NA,NA,NA,NA
ASFUM117535A-1_003097-T1,Afum_117535A_1_1_mRNA_03044,g012891,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ASFUM09-7500806_000028-T1,Afum_09_7500806_mRNA_00028,g012893,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MO78722EXP_006590-T1,Afum_MO78722EXP_mRNA_06472,g012896,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NCPF-7820_007607-T1,Afum_NCPF_7820_mRNA_09912,g012897,NA,NA,NA,NA,Proteasome=5.3e-28,sp|Q5HPT9|HSLV_STAEQ,1.7e-109,HSLV_STAEQ,STAEQ,Bacteria,176279,Staphylococcus epidermidis (strain ATCC 35984 / RP62A)
CM5757_000291-T1,Afum_CM5757_mRNA_00288,g012899,NA,NA,NA,NA,BTB=8.8e-06,NA,NA,NA,NA,NA,NA,NA
B5460-CDC-13_003646-T1,Afum_B5460_CDC_13_mRNA_03566,g012901,NA,NA,NA,NA,APH=2.4e-10,NA,NA,NA,NA,NA,NA,NA
IFM-62516_006063-T1,Afum_IFM_62516_mRNA_05842,g012903,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AFUG-031815-1869_007926-T1,Afum_AFUG_031815_1869_mRNA_10191,g012905,NA,NA,NA,NA,GAF=4.1e-08;GAF_2=1.2e-10;TfoX_C=4.8e-26,sp|O34553|YTSP_BACSU,2.1e-46,YTSP_BACSU,BACSU,Bacteria,224308,Bacillus subtilis (strain 168)
AFUG-031815-1869_009197-T1,Afum_AFUG_031815_1869_mRNA_10197,g012907,NA,NA,VOG01291,1.1e-91,Phage_cap_P2=2.8e-101,sp|P25477|CAPSD_BPP2,1.2e-72,CAPSD_BPP2,BPP2,Virus,10679,Escherichia phage P2
ASFUM08-19-02-46_009617-T1,Afum_08_19_02_46_mRNA_09437,g012908,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ASFUM08-19-02-46_009598-T1,Afum_08_19_02_46_mRNA_09431,g012910,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ASFUM12-7504462_008038-T1,Afum_12_7504462_mRNA_07841,g012913,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ASFUM08-19-02-46_009615-T1,Afum_08_19_02_46_mRNA_09435,g012915,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
B5859_001771-T1,Afum_B5859_mRNA_01707,g012917,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ASFUM12-7505220_001774-T1,Afum_12_7505220_mRNA_10262,g012924,NA,NA,NA,NA,Pkinase=7.1e-16;PK_Tyr_Ser-Thr=1.7e-14,NA,NA,NA,NA,NA,NA,NA
ASFUM08-31-08-91_006367-T1,Afum_08_31_08_91_mRNA_06246,g012927,NA,NA,NA,NA,Acetyltransf_1=1.4e-06,NA,NA,NA,NA,NA,NA,NA
B6081_001621-T1,Afum_B6081_mRNA_09479,g012930,NA,NA,VOG01495,2.8e-22,ABC_tran=1.3e-14;TOBE_2=1.6e-07,sp|Q3K0Y6|POTA_STRA1,6.7e-179,POTA_STRA1,STRA1,Bacteria,205921,Streptococcus agalactiae serotype Ia (strain ATCC 27591 / A909 / CDC SS700)
ASFUM12-7504462_008068-T1,Afum_12_7504462_mRNA_07871,g012933,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AFIS1435-CDC-6_004970-T1,Afum_AFIS1435_CDC_6_mRNA_10223,g012934,NA,NA,NA,NA,NA,sp|Q685J3|MUC17_HUMAN,1.3e-89,MUC17_HUMAN,HUMAN,Eukaryota,9606,Homo sapiens
AFUG-031815-1869_001800-T1,Afum_AFUG_031815_1869_mRNA_10272,g012936,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CM2141_004096-T1,Afum_CM2141_mRNA_03938,g012938,NA,NA,NA,NA,HTH_3=1.7e-09;MBF1=3e-06,sp|Q4WX89|MBF1_ASPFU,5.3e-48,MBF1_ASPFU,ASPFU,Eukaryota,330879,Neosartorya fumigata (strain ATCC MYA-4609 / Af293 / CBS 101355 / FGSC A1100)
B6069_006447-T1,Afum_B6069_mRNA_10225,g012939,NA,NA,NA,NA,Endonuc-BglII=9e-66,NA,NA,NA,NA,NA,NA,NA
W72310_000566-T1,Afum_W72310_mRNA_00557,g012941,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AFUG-031815-1869_001732-T1,Afum_AFUG_031815_1869_mRNA_10099,g012946,NA,NA,NA,NA,Biopterin_H=3.4e-50,sp|P30967|PH4H_CHRVO,1.4e-121,PH4H_CHRVO,CHRVO,Bacteria,243365,Chromobacterium violaceum (strain ATCC 12472 / DSM 30191 / JCM 1249 / NBRC 12614 / NCIMB 9131 / NCTC 9757)
ASFUM08-19-02-46_002154-T1,Afum_08_19_02_46_mRNA_02099,g012949,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
W72310_001712-T1,Afum_W72310_mRNA_09548,g012954,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AFIS-23107-CDC-12_001419-T1,Afum_AFIS_23107_CDC_12_mRNA_01398,g012966,NA,NA,NA,NA,CP2=5.2e-22,NA,NA,NA,NA,NA,NA,NA
B6081_009082-T1,Afum_B6081_mRNA_08763,g012967,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AF100-12-17_007538-T1,Afum_AF100_12_17_mRNA_07280,g012972,NA,NA,NA,NA,APH=5.6e-12,NA,NA,NA,NA,NA,NA,NA
NCPF-7820_006286-T1,Afum_NCPF_7820_mRNA_09895,g012976,NA,NA,NA,NA,KH_2=1.5e-21;Ribosomal_L22=3.7e-13;Ribosomal_S3_C=1.5e-38,sp|Q5HM05|RS3_STAEQ,1.9e-139,RS3_STAEQ,STAEQ,Bacteria,176279,Staphylococcus epidermidis (strain ATCC 35984 / RP62A)
AFUG-031815-1869_010469-T1,Afum_AFUG_031815_1869_mRNA_10226,g012977,NA,NA,NA,NA,Exonuc_VII_S=1.1e-12;polyprenyl_synt=5.7e-40,sp|P22939|ISPA_ECOLI,3.1e-60,ISPA_ECOLI,ECOLI,Bacteria,83333,Escherichia coli (strain K12)
NCPF-7820_007596-T1,Afum_NCPF_7820_mRNA_09901,g012980,NA,NA,VOG00795,4.8e-71,AAA=6.5e-18;AAA_2=1.9e-49;AAA_5=4e-08;ClpB_D2-small=6.9e-17;RuvB_N=1.9e-07,sp|Q5HNM9|CLPX_STAEQ,8.8e-202,CLPX_STAEQ,STAEQ,Bacteria,176279,Staphylococcus epidermidis (strain ATCC 35984 / RP62A)
NCPF-7820_006288-T1,Afum_NCPF_7820_mRNA_09897,g012983,NA,NA,NA,NA,Ribosomal_L3=8.9e-19,sp|Q5HLZ9|RL3_STAEQ,7e-139,RL3_STAEQ,STAEQ,Bacteria,176279,Staphylococcus epidermidis (strain ATCC 35984 / RP62A)
CM7632_005026-T1,Afum_CM7632_mRNA_04901,g012987,NA,NA,NA,NA,APH=2.1e-12;Choline_kinase=1.9e-08,NA,NA,NA,NA,NA,NA,NA
IFM-59356-2_003371-T1,Afum_IFM_59356_2_mRNA_03223,g012991,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
IFM-62516_003749-T1,Afum_IFM_62516_mRNA_03568,g012995,NA,NA,NA,NA,Dyp_perox=3.2e-79,sp|Q8XBI9|YFEX_ECO57,7.6e-44,YFEX_ECO57,ECO57,Bacteria,83334,Escherichia coli O157:H7
ASFUM12-7504462_008031-T1,Afum_12_7504462_mRNA_07834,g012996,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AF100-10-5_004199-T1,Afum_AF100_10_5_mRNA_04040,g012997,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CM2141_001665-T1,Afum_CM2141_mRNA_09506,g013001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LMB-35Aa_001579-T1,Afum_LMB_35Aa_mRNA_01557,g013004,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NCPF-7820_007595-T1,Afum_NCPF_7820_mRNA_09900,g013005,NA,NA,NA,NA,FKBP_C=1.7e-18;Trigger_C=5.1e-43,sp|Q5HNM8|TIG_STAEQ,5.9e-153,TIG_STAEQ,STAEQ,Bacteria,176279,Staphylococcus epidermidis (strain ATCC 35984 / RP62A)
CM5419_003488-T1,Afum_CM5419_mRNA_10109,g013007,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
F7763_009994-T1,Afum_F7763_mRNA_09810,g013008,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ASFUM12-7504462_008060-T1,Afum_12_7504462_mRNA_07863,g013009,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
IFM-59361-2_001960-T1,Afum_IFM_59361_2_mRNA_10361,g013010,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ASFUM09-7500806_001712-T1,Afum_09_7500806_mRNA_10241,g013011,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AF100-12-18_003329-T1,Afum_AF100_12_18_mRNA_03226,g013012,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AF100-12-18_007311-T1,Afum_AF100_12_18_mRNA_07133,g013013,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ASFUM08-19-02-46_009001-T1,Afum_08_19_02_46_mRNA_09421,g013015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CM237_009493-T1,Afum_CM237_mRNA_09066,g013016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
F18329_004902-T1,Afum_F18329_mRNA_04783,g013017,NA,NA,NA,NA,NA,sp|Q4WYG2|NRPS5_ASPFU,4e-35,NRPS5_ASPFU,ASPFU,Eukaryota,330879,Neosartorya fumigata (strain ATCC MYA-4609 / Af293 / CBS 101355 / FGSC A1100)
IFM-62516_001674-T1,Afum_IFM_62516_mRNA_09543,g013018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
B6069_001720-T1,Afum_B6069_mRNA_10248,g013020,NA,NA,NA,NA,DUF772=9.3e-28,NA,NA,NA,NA,NA,NA,NA
IFM-62516_009776-T1,Afum_IFM_62516_mRNA_09477,g013021,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
IFM-59361_001783-T1,Afum_IFM_59361_mRNA_10270,g013022,NA,NA,NA,NA,Ank_2=4e-24;Ank_2=4e-24;Ank_4=7.4e-19,sp|B2RXR6|ANR44_MOUSE,6.5e-32,ANR44_MOUSE,MOUSE,Eukaryota,10090,Mus musculus
AF100-12-26_008764-T1,Afum_AF100_12_26_mRNA_08578,g013023,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ASFUM12-7504462_010580-T1,Afum_12_7504462_mRNA_10327,g013025,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AF100-12-2_008501-T1,Afum_AF100_12_2_mRNA_08284,g013027,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CM5757_000320-T1,Afum_CM5757_mRNA_00317,g013028,NA,NA,NA,NA,Glyco_hydro_43=1.7e-26,sp|A7LXT8|GH43A_BACO1,9.7e-22,GH43A_BACO1,BACO1,Bacteria,411476,Bacteroides ovatus (strain ATCC 8483 / DSM 1896 / JCM 5824 / NCTC 11153)
AF100-12-13_009363-T1,Afum_AF100_12_13_mRNA_09073,g013029,NA,NA,NA,NA,Polysacc_lyase=1.5e-09,NA,NA,NA,NA,NA,NA,NA
W72310_000584-T1,Afum_W72310_mRNA_00575,g013031,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
B6081_003245-T1,Afum_B6081_mRNA_09496,g013032,NA,NA,NA,NA,F_bP_aldolase=1e-77,sp|P0A4S1|ALF_STRPN,2.1e-136,ALF_STRPN,STRPN,Bacteria,170187,Streptococcus pneumoniae serotype 4 (strain ATCC BAA-334 / TIGR4)
A1163_005652-T1,Afum_A1163_mRNA_05490,g013033,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
W72310_009760-T1,Afum_W72310_mRNA_09531,g013034,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AFUG-031815-1869_007924-T1,Afum_AFUG_031815_1869_mRNA_10189,g013035,NA,NA,NA,NA,RNase_T=7.7e-32,sp|P03007|DPO3E_ECOLI,2e-67,DPO3E_ECOLI,ECOLI,Bacteria,83333,Escherichia coli (strain K12)
CM2495_001668-T1,Afum_CM2495_mRNA_09829,g013037,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AZTEC-11-1066_005809-T1,Afum_AZTEC_11_1066_mRNA_05600,g013038,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
F20063_009996-T1,Afum_F20063_mRNA_09796,g013040,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ASFUM08-31-08-91_006371-T1,Afum_08_31_08_91_mRNA_06250,g013043,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ASFUM12-7505220_001770-T1,Afum_12_7505220_mRNA_10258,g013044,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
F21732_000803-T1,Afum_F21732_mRNA_00792,g013045,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AF100-12-7G_004958-T1,Afum_AF100_12_7G_mRNA_10091,g013046,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
B5269-CDC-24_004189-T1,Afum_B5269_CDC_24_mRNA_04087,g013047,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MO76959EXP_006650-T1,Afum_MO76959EXP_mRNA_10199,g013048,NA,NA,NA,NA,Hexapep=2.1e-12;Mac=2.6e-08,sp|Q54UU2|Y0825_DICDI,7.4e-31,Y0825_DICDI,DICDI,Eukaryota,44689,Dictyostelium discoideum
AFUG-031815-1869_009841-T1,Afum_AFUG_031815_1869_mRNA_10202,g013050,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
IFM-59361_001772-T1,Afum_IFM_59361_mRNA_10259,g013051,NA,NA,NA,NA,Annexin=5.4e-17;Annexin=5.4e-17,sp|P79134|ANXA6_BOVIN,4.7e-22,ANXA6_BOVIN,BOVIN,Eukaryota,9913,Bos taurus
B5859_001747-T1,Afum_B5859_mRNA_10087,g013052,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
COH-885_003545-T1,Afum_COH_885_mRNA_10267,g013053,NA,NA,NA,NA,Myosin_tail_1=3.5e-33,sp|P02564|MYH7_RAT,2.5e-133,MYH7_RAT,RAT,Eukaryota,10116,Rattus norvegicus
IFM-60237_005089-T1,Afum_IFM_60237_mRNA_10355,g013054,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AF100-12-13_002215-T1,Afum_AF100_12_13_mRNA_02081,g013055,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
IFM-60237_009987-T1,Afum_IFM_60237_mRNA_10407,g013056,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AZTEC-4-250_004676-T1,Afum_AZTEC_4_250_mRNA_04554,g013057,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
IFM-62516_001686-T1,Afum_IFM_62516_mRNA_09552,g013058,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
B5259-CDC-23_010274-T1,Afum_B5259_CDC_23_mRNA_10090,g013059,NA,NA,NA,NA,Dimer_Tnp_hAT=5e-16,NA,NA,NA,NA,NA,NA,NA
AFUG-031815-1869_001781-T1,Afum_AFUG_031815_1869_mRNA_10261,g013060,NA,NA,NA,NA,Peptidase_M24=6.1e-55,sp|P15034|AMPP_ECOLI,2.4e-68,AMPP_ECOLI,ECOLI,Bacteria,83333,Escherichia coli (strain K12)
ASFUM12-7504462_010579-T1,Afum_12_7504462_mRNA_10326,g013064,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
B6081_001590-T1,Afum_B6081_mRNA_09454,g013065,NA,NA,NA,NA,Transcrip_reg=5.7e-81,sp|P67184|Y1691_STRA3,8.7e-154,Y1691_STRA3,STRA3,Bacteria,211110,Streptococcus agalactiae serotype III (strain NEM316)
AF100-11A_004199-T1,Afum_AF100_11A_mRNA_04046,g013066,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
A1163_009983-T1,Afum_A1163_mRNA_09730,g013067,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AZTEC-8-224_009065-T1,Afum_AZTEC_8_224_mRNA_08812,g013068,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
IFM-62516_005560-T1,Afum_IFM_62516_mRNA_05347,g013069,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ASFUM09-7500806_003910-T1,Afum_09_7500806_mRNA_03762,g013070,NA,NA,NA,NA,NA,sp|P55487|Y4ID_SINFN,1.6e-24,Y4ID_SINFN,SINFN,Bacteria,394,Sinorhizobium fredii (strain NBRC 101917 / NGR234)
COH-880_001717-T1,Afum_COH_880_mRNA_10252,g013071,NA,NA,NA,NA,Porin_3=1.1e-68,sp|Q9R1Z0|VDAC3_RAT,2.7e-164,VDAC3_RAT,RAT,Eukaryota,10116,Rattus norvegicus
NCPF-7820_009566-T1,Afum_NCPF_7820_mRNA_09945,g013072,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
A1163_003521-T1,Afum_A1163_mRNA_03397,g013073,NA,NA,NA,NA,MAPEG=1.8e-20,NA,NA,NA,NA,NA,NA,NA
ASFUM12-7504462_003557-T1,Afum_12_7504462_mRNA_03442,g013074,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ASFUM08-19-02-10_001837-T1,Afum_08_19_02_10_mRNA_10055,g013075,NA,NA,NA,NA,Polysacc_lyase=3.3e-16,NA,NA,NA,NA,NA,NA,NA
ASFUM08-19-02-46_009613-T1,Afum_08_19_02_46_mRNA_09433,g013078,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AFUG-031815-1869_001780-T1,Afum_AFUG_031815_1869_mRNA_10260,g013080,NA,NA,NA,NA,HATPase_c=4.8e-29;Response_reg=9.6e-29,sp|P16575|BVGS_BORPE,2.9e-47,BVGS_BORPE,BORPE,Bacteria,257313,Bordetella pertussis (strain Tohama I / ATCC BAA-589 / NCTC 13251)
ASFUM08-19-02-10_001841-T1,Afum_08_19_02_10_mRNA_10059,g013081,NA,NA,NA,NA,GH43_C2=1.7e-33,sp|A7LXU0|GH43B_BACO1,1.8e-24,GH43B_BACO1,BACO1,Bacteria,411476,Bacteroides ovatus (strain ATCC 8483 / DSM 1896 / JCM 5824 / NCTC 11153)
AFIS-23107-CDC-12_009877-T1,Afum_AFIS_23107_CDC_12_mRNA_09634,g013082,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AFIS-23107-CDC-12_010617-T1,Afum_AFIS_23107_CDC_12_mRNA_10350,g013085,NA,NA,NA,NA,NA,sp|D4B3I5|A3024_ARTBC,6.4e-23,A3024_ARTBC,ARTBC,Eukaryota,663331,Arthroderma benhamiae (strain ATCC MYA-4681 / CBS 112371)
IFM-59361_006594-T1,Afum_IFM_59361_mRNA_10394,g013087,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AFUG-031815-1869_007915-T1,Afum_AFUG_031815_1869_mRNA_10180,g013088,NA,NA,VOG01515,4.8e-36,Fapy_DNA_glyco=5.3e-34;H2TH=1.1e-27;zf-FPG_IleRS=5e-08,sp|B2FU49|FPG_STRMK,8.8e-183,FPG_STRMK,STRMK,Bacteria,522373,Stenotrophomonas maltophilia (strain K279a)
B7594-CDC-27_006463-T1,Afum_B7594_CDC_27_mRNA_06360,g013090,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
B6069_003502-T1,Afum_B6069_mRNA_10276,g013092,NA,NA,NA,NA,CCP_MauG=1.6e-18;Cytochrom_C=5.5e-08,sp|Q51658|MAUG_PARDP,1.7e-24,MAUG_PARDP,PARDP,Bacteria,318586,Paracoccus denitrificans (strain Pd 1222)
AFUG-031815-1869_005008-T1,Afum_AFUG_031815_1869_mRNA_10147,g013093,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AZTEC-12-128_008064-T1,Afum_AZTEC_12_128_mRNA_07821,g013097,NA,NA,NA,NA,YCII=6.9e-12,NA,NA,NA,NA,NA,NA,NA
B5859_001774-T1,Afum_B5859_mRNA_01710,g013098,NA,NA,NA,NA,Methyltransf_11=3.5e-17;Methyltransf_12=5.7e-11;Methyltransf_23=6.6e-16;Methyltransf_25=4.6e-15;Methyltransf_31=5.8e-14;MTS=4.5e-06;Ubie_methyltran=4.4e-07,sp|P44074|Y912_HAEIN,2.2e-22,Y912_HAEIN,HAEIN,Bacteria,71421,Haemophilus influenzae (strain ATCC 51907 / DSM 11121 / KW20 / Rd)
AZTEC-8-224_004311-T1,Afum_AZTEC_8_224_mRNA_04157,g013100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
DMC2AF100-1-18_001517-T1,Afum_DMC2_AF100_1_18_mRNA_09452,g013101,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
DMC2AF100-1-15_009654-T1,Afum_DMC2_AF1001_15_mRNA_09460,g013103,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
IFM-59361_001766-T1,Afum_IFM_59361_mRNA_10253,g013104,NA,NA,NA,NA,DNA_pol_A_exo1=7.5e-11,NA,NA,NA,NA,NA,NA,NA
AF106-6-3_001193-T1,Afum_AF106_6_3_mRNA_01175,g013105,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
COH-762_010366-T1,Afum_COH_762_mRNA_10182,g013106,NA,NA,NA,NA,CH=2e-28,sp|Q9JI91|ACTN2_MOUSE,1.9e-112,ACTN2_MOUSE,MOUSE,Eukaryota,10090,Mus musculus
W72310_009337-T1,Afum_W72310_mRNA_08979,g013107,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AF100-11A_004237-T1,Afum_AF100_11A_mRNA_04084,g013108,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
B5859_010283-T1,Afum_B5859_mRNA_10046,g013113,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AF100-12-7_000706-T1,Afum_AF100_12_7_mRNA_00692,g013114,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AF100-12-17_008715-T1,Afum_AF100_12_17_mRNA_08442,g013115,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CM5757_000306-T1,Afum_CM5757_mRNA_00303,g013116,NA,NA,NA,NA,NAD_binding_10=1e-17;NmrA=9.3e-18,NA,NA,NA,NA,NA,NA,NA
AFIS-2302-CDC-18_005939-T1,Afum_AFIS_2302_CDC_18_mRNA_05839,g013117,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
